ID,Computer Science,Physics,Mathematics,Statistics,Quantitative Biology,Quantitative Finance
21015,0.8806709,0.014796595,0.0503254,0.48933962,0.0056949533,0.0074820216
21016,0.012714673,0.9683194,0.06254228,0.012820351,0.012083241,0.01240079
21017,0.111958,0.22084092,0.27446547,0.40794364,0.2783261,0.0068149506
21018,0.021864843,0.98287094,0.01677774,0.02056771,0.017770657,0.017667703
21019,0.4506896,0.015628075,0.59660107,0.8688926,0.0136160385,0.008148799
21020,0.92871726,0.017880833,0.30942005,0.03294712,0.006628909,0.00912472
21021,0.97110873,0.019363467,0.06192165,0.065927036,0.008187949,0.008548424
21022,0.021602571,0.3115861,0.5231755,0.013320534,0.01429675,0.10644756
21023,0.017261518,0.9794893,0.02414617,0.018362796,0.015404816,0.016201884
21024,0.033058524,0.02634209,0.97600085,0.029627195,0.016500529,0.020382822
21025,0.028037023,0.9694594,0.049560927,0.023381373,0.010533627,0.010994034
21026,0.9567531,0.23525268,0.08329613,0.01545597,0.023373382,0.014236358
21027,0.6582554,0.008181141,0.11064971,0.911156,0.011566733,0.012258267
21028,0.048510056,0.027081644,0.96122736,0.46223697,0.013139839,0.020490946
21029,0.9432689,0.014461906,0.26852334,0.049760256,0.006994926,0.008111359
21030,0.03332341,0.03048998,0.9739139,0.021178095,0.016995018,0.018092573
21031,0.32464227,0.3196559,0.008362894,0.5789902,0.16880052,0.005955062
21032,0.8463727,0.0129219685,0.13903104,0.6234277,0.008387966,0.005565804
21033,0.019570556,0.78723,0.1075933,0.014781976,0.08598177,0.008791937
21034,0.09702947,0.0135499695,0.8723787,0.87527484,0.013849554,0.039542545
21035,0.7253576,0.037185762,0.07882062,0.2852768,0.004728589,0.008892847
21036,0.7164205,0.012895284,0.02679047,0.9101925,0.023386018,0.012449723
21037,0.9238664,0.020830948,0.3540381,0.014943493,0.011552496,0.012411476
21038,0.9220038,0.013815275,0.11681239,0.24219546,0.0073941126,0.005797539
21039,0.919873,0.01907494,0.013422426,0.27494767,0.0069680735,0.010774403
21040,0.86710715,0.008536893,0.3118015,0.47544873,0.007196977,0.0061653447
21041,0.9690099,0.029086757,0.026441336,0.043555934,0.011312389,0.008557765
21042,0.0201336,0.98021495,0.019951968,0.016628059,0.016783074,0.01651255
21043,0.90130454,0.02003287,0.33702812,0.018414658,0.009461792,0.00948394
21044,0.119956665,0.05075708,0.09503339,0.3684174,0.042956516,0.7478276
21045,0.021740915,0.9765645,0.032104358,0.01304764,0.012862209,0.013242726
21046,0.7153958,0.026494969,0.029911203,0.8665938,0.015686471,0.006603017
21047,0.031849746,0.97653687,0.040008545,0.02468782,0.020368049,0.01193522
21048,0.9153889,0.024055997,0.010286598,0.34605414,0.0108459005,0.0061305654
21049,0.044391405,0.018910639,0.9665519,0.026327575,0.0148654245,0.016524201
21050,0.048735913,0.27289125,0.06167381,0.05158644,0.6808449,0.029464085
21051,0.9570609,0.03150989,0.2173282,0.03689098,0.008407291,0.006952485
21052,0.22403651,0.016855389,0.932291,0.019023363,0.0096620405,0.008365111
21053,0.03946621,0.02594504,0.97529227,0.024103167,0.015612076,0.019835075
21054,0.018094447,0.0828603,0.9649657,0.028747952,0.012759013,0.013639625
21055,0.9469256,0.019120142,0.011842207,0.26028973,0.010080599,0.008993564
21056,0.8669503,0.011247828,0.068289615,0.56560093,0.0074213897,0.005181045
21057,0.79746586,0.66617495,0.011660927,0.04970899,0.11756188,0.038478363
21058,0.09658154,0.017410692,0.7008032,0.1985391,0.012694277,0.3006393
21059,0.9604027,0.027130106,0.011117095,0.13821423,0.0104760295,0.008846334
21060,0.020974936,0.9803243,0.016620807,0.02291461,0.023803977,0.014273048
21061,0.8465491,0.046207406,0.41312912,0.013012735,0.0074848337,0.006558049
21062,0.11141592,0.0127016,0.91421366,0.7559135,0.013423396,0.021565862
21063,0.04397673,0.97604126,0.01584067,0.01404848,0.014967136,0.013206879
21064,0.04693625,0.9806933,0.013240758,0.024809336,0.015893076,0.014080398
21065,0.66604733,0.006565695,0.21276826,0.9025787,0.013055822,0.011237088
21066,0.021044547,0.98195124,0.016527774,0.019378625,0.018530536,0.016823977
21067,0.026967142,0.04590999,0.6348448,0.19641984,0.03664472,0.5714688
21068,0.05809472,0.023527298,0.87867975,0.9287598,0.03655594,0.033279806
21069,0.021504892,0.9541324,0.07486535,0.008826998,0.009191045,0.009377992
21070,0.15578261,0.011240856,0.9520351,0.03342202,0.011162836,0.012122156
21071,0.9351762,0.11736587,0.040256772,0.01326835,0.009749128,0.008784006
21072,0.97306234,0.018557096,0.026399303,0.08999997,0.012363431,0.009235072
21073,0.9460318,0.019452114,0.029872019,0.22667097,0.011600703,0.0060114316
21074,0.9723671,0.020250963,0.06881886,0.036884386,0.01301197,0.009299227
21075,0.04767829,0.10290407,0.18083112,0.9563178,0.05735119,0.025030926
21076,0.018423537,0.98096424,0.02210503,0.016198343,0.01785909,0.0150942495
21077,0.016546208,0.97941613,0.029849673,0.017092038,0.013752477,0.015307856
21078,0.1118695,0.015672283,0.5972045,0.9506865,0.017154988,0.029722068
21079,0.8161887,0.016976459,0.024012417,0.7588362,0.012798379,0.0069999592
21080,0.018100038,0.97953004,0.02159797,0.01518783,0.018987548,0.015439802
21081,0.82708544,0.2472451,0.0063805166,0.1523004,0.010097114,0.0040576975
21082,0.95854306,0.018504156,0.013519995,0.1351167,0.012643657,0.009430778
21083,0.06696082,0.05032065,0.13762301,0.6305677,0.04600764,0.6940907
21084,0.14412624,0.9287045,0.02799059,0.010851882,0.00870217,0.0058695213
21085,0.81090117,0.027718078,0.43439063,0.011513201,0.008722657,0.005420528
21086,0.018819552,0.9441086,0.13837583,0.0094774375,0.008023208,0.009480482
21087,0.92030036,0.007714277,0.033097025,0.40427482,0.009250941,0.010113704
21088,0.25854522,0.030672364,0.04473322,0.6531894,0.029166438,0.49871323
21089,0.8107267,0.055285368,0.0963951,0.17608684,0.007422233,0.0034352704
21090,0.027306257,0.048580874,0.5837547,0.9515331,0.04954983,0.04674908
21091,0.33219656,0.18107913,0.6812121,0.021372098,0.004326876,0.0039120466
21092,0.96630526,0.2498615,0.008673103,0.09005723,0.025640076,0.00937956
21093,0.029280256,0.037720963,0.9659811,0.019314472,0.01281722,0.016862875
21094,0.018702982,0.9827155,0.018895924,0.018924259,0.018826721,0.016892355
21095,0.051817063,0.02004508,0.9715658,0.02553214,0.014090376,0.015992682
21096,0.9719116,0.022662861,0.055991657,0.058594763,0.009579243,0.0082233315
21097,0.011505827,0.93780065,0.15140657,0.011845506,0.013984711,0.008234836
21098,0.058756445,0.02871376,0.96321815,0.014838905,0.01322683,0.012786515
21099,0.36552626,0.03685015,0.8266093,0.034491062,0.004997796,0.0068445136
21100,0.94747275,0.01771794,0.01134032,0.2203026,0.016462786,0.009732707
21101,0.8361637,0.35676262,0.007116279,0.14075552,0.2474996,0.021302568
21102,0.020369358,0.9814332,0.024403455,0.015325079,0.015598203,0.015336749
21103,0.06987534,0.021883048,0.9631031,0.047017608,0.009679756,0.009684832
21104,0.019583607,0.98227537,0.01579435,0.02292713,0.021926172,0.016566627
21105,0.95916307,0.022935836,0.013539401,0.12537359,0.011108407,0.007779388
21106,0.04288422,0.97584903,0.014287869,0.014145563,0.017597372,0.012424686
21107,0.01882898,0.04702494,0.88758385,0.87726206,0.032389846,0.044823013
21108,0.93459535,0.024932671,0.008979812,0.31401655,0.010523027,0.0081180055
21109,0.9192179,0.060700443,0.23881575,0.010060515,0.008412732,0.007794375
21110,0.8629278,0.12319773,0.015379769,0.045842595,0.040003393,0.13939387
21111,0.034228906,0.032144345,0.97064394,0.019281812,0.015646381,0.016611785
21112,0.2732107,0.8726215,0.032537933,0.010808854,0.008126842,0.006879228
21113,0.039807327,0.031194689,0.9683912,0.017472388,0.014346178,0.015869375
21114,0.900358,0.0139363725,0.016937494,0.4495198,0.008737096,0.008091254
21115,0.5013368,0.008356975,0.7475754,0.5172922,0.006523822,0.009899956
21116,0.3319552,0.20439026,0.33124167,0.49430764,0.0068075256,0.003912331
21117,0.050631396,0.018958954,0.9733141,0.1012361,0.01353407,0.012432031
21118,0.019378902,0.9804537,0.028727487,0.015798738,0.014564931,0.013495298
21119,0.97308964,0.03227335,0.07678038,0.024416933,0.013878004,0.009773104
21120,0.6996145,0.010309993,0.05078663,0.9074413,0.015980164,0.010302348
21121,0.019029854,0.97517973,0.034735337,0.013579097,0.012742104,0.013239711
21122,0.75429225,0.013979503,0.01616312,0.8580623,0.018137997,0.014125022
21123,0.01068574,0.48705158,0.8216932,0.009039916,0.010412976,0.01232754
21124,0.118851095,0.054665156,0.067565836,0.6964425,0.6673044,0.049531773
21125,0.94651914,0.037062395,0.0079001095,0.1366055,0.0127737615,0.016078634
21126,0.23969819,0.034810204,0.048408758,0.88804,0.40977848,0.0205373
21127,0.034382723,0.027109468,0.9775899,0.0280383,0.01609934,0.018739186
21128,0.041695416,0.9746723,0.022149393,0.024879912,0.021975644,0.010938539
21129,0.92375684,0.013070778,0.020029893,0.38927454,0.008383255,0.0076188412
21130,0.016191915,0.98333144,0.024712902,0.02179956,0.019535441,0.015746996
21131,0.89210576,0.0115293395,0.015042169,0.5679755,0.012440492,0.00844923
21132,0.14932883,0.054764044,0.32329538,0.94743013,0.01882119,0.010889608
21133,0.17344852,0.05635935,0.049402468,0.96092135,0.08694081,0.018371629
21134,0.028007636,0.9826987,0.015476764,0.025787603,0.017383099,0.014347068
21135,0.95589656,0.08199829,0.0064507485,0.12251311,0.03257135,0.007701935
21136,0.021245746,0.9817978,0.016556064,0.017647753,0.019650415,0.01710708
21137,0.21614374,0.90260553,0.06954095,0.034894317,0.011457158,0.004074197
21138,0.117595285,0.021167273,0.4867546,0.9466291,0.06080983,0.013643777
21139,0.09762761,0.036449496,0.9533354,0.012006265,0.012528605,0.011992138
21140,0.06118176,0.048038144,0.37221596,0.9598868,0.06483461,0.020720026
21141,0.9177407,0.015127786,0.01845297,0.37008238,0.008483526,0.0068450486
21142,0.7983794,0.023011403,0.021137979,0.41509894,0.035109606,0.009558285
21143,0.5992796,0.012421388,0.09119599,0.92256665,0.012700643,0.010230919
21144,0.9751481,0.034704454,0.048962917,0.028310645,0.013195401,0.010935594
21145,0.79772097,0.19626799,0.005740441,0.5981337,0.020295065,0.0073225843
21146,0.97290325,0.024471058,0.046974223,0.037262045,0.01498639,0.009407211
21147,0.96034676,0.018691797,0.10173254,0.15044275,0.007833614,0.0049474277
21148,0.58414936,0.014109407,0.040734585,0.9424505,0.025490504,0.012743352
21149,0.13697076,0.030255057,0.23618491,0.9687525,0.031503975,0.023065574
21150,0.03874068,0.09365847,0.20526104,0.27096057,0.57160795,0.018720144
21151,0.14396274,0.015122034,0.59908754,0.96079445,0.023775468,0.024942936
21152,0.6774874,0.012527183,0.081125066,0.9041603,0.013912875,0.008576999
21153,0.7778367,0.022177698,0.0107078925,0.8526739,0.029229036,0.01012773
21154,0.0571635,0.026962418,0.9661914,0.015003637,0.013663563,0.0156807
21155,0.021419732,0.9628975,0.043166526,0.023156917,0.01880818,0.0075178784
21156,0.9398451,0.01736156,0.013083874,0.3013274,0.010315591,0.0074413535
21157,0.01970878,0.9818558,0.018857852,0.022339568,0.017815875,0.015356455
21158,0.15245798,0.021691145,0.64881355,0.9384161,0.017489506,0.01636012
21159,0.5502594,0.015310545,0.13078445,0.9381581,0.015414345,0.009503583
21160,0.95249766,0.15769309,0.0060285027,0.111350775,0.020385576,0.0089107305
21161,0.028009774,0.74807656,0.03142008,0.019762529,0.19927907,0.009948298
21162,0.016430104,0.980162,0.02887558,0.017217746,0.0161247,0.01406653
21163,0.017969206,0.97628284,0.03902806,0.011762746,0.014031894,0.013335898
21164,0.9592692,0.08589476,0.0054497425,0.08237185,0.02587109,0.013391865
21165,0.030478239,0.050012916,0.9661362,0.016673936,0.012775187,0.014595843
21166,0.024356391,0.03045338,0.977001,0.029755833,0.018932853,0.023412397
21167,0.1388223,0.016132245,0.6042296,0.9625331,0.025016423,0.025139652
21168,0.95624006,0.019168645,0.017259188,0.24824375,0.009864368,0.008007709
21169,0.92194885,0.01662486,0.053042527,0.18653674,0.0049602864,0.007358086
21170,0.021761816,0.0655201,0.75705147,0.055201437,0.02107821,0.3412883
21171,0.015078342,0.84419835,0.35044083,0.006781072,0.007760001,0.009555518
21172,0.34609094,0.01956954,0.116097204,0.96466607,0.023029093,0.016300313
21173,0.2687473,0.12207953,0.01603354,0.50249195,0.35261288,0.008092693
21174,0.02409728,0.97357,0.036540885,0.01394197,0.013229213,0.010177154
21175,0.03026939,0.9598061,0.04569325,0.011124128,0.019108918,0.013311362
21176,0.31631926,0.07187849,0.10538771,0.9291768,0.019925198,0.0068293763
21177,0.015876109,0.97575766,0.038109537,0.017659742,0.013283746,0.012419925
21178,0.5810066,0.012361328,0.19352542,0.8774166,0.010242881,0.0075000785
21179,0.019604135,0.9812522,0.018005094,0.016956935,0.019485598,0.017036676
21180,0.03054978,0.026661428,0.9723217,0.038672984,0.013270366,0.01717188
21181,0.87800634,0.042256884,0.37173608,0.025752738,0.006054265,0.0043863044
21182,0.14336364,0.13686648,0.089072615,0.10502376,0.078441754,0.8543756
21183,0.20090765,0.020568326,0.9217014,0.017808426,0.008781686,0.0069675157
21184,0.8046689,0.017778367,0.011607845,0.77126443,0.01930082,0.009605591
21185,0.024112798,0.10581951,0.9447921,0.01127953,0.011066195,0.013589211
21186,0.020525873,0.9816508,0.018148633,0.016923536,0.018712852,0.016772283
21187,0.92012614,0.027518293,0.006939841,0.37889165,0.012649492,0.008548727
21188,0.028915903,0.9805444,0.014607116,0.018361239,0.016330834,0.01650956
21189,0.7147795,0.02992538,0.019576453,0.86232215,0.02184326,0.0069042533
21190,0.02324998,0.049221367,0.97117615,0.017754242,0.016024666,0.019848516
21191,0.9685071,0.050605837,0.022909852,0.027668513,0.012502145,0.00901098
21192,0.06102945,0.023294155,0.966257,0.017370358,0.013521549,0.014523973
21193,0.9753515,0.02526542,0.029956931,0.042335138,0.014620196,0.011778726
21194,0.7924042,0.14495124,0.34895793,0.0066774148,0.007099036,0.0058298507
21195,0.8705931,0.0346372,0.28990903,0.09231696,0.0045205327,0.004332549
21196,0.022834294,0.97773427,0.021044025,0.015265541,0.01969698,0.013689432
21197,0.03945399,0.9733142,0.01950243,0.03847824,0.016760122,0.009198647
21198,0.926651,0.03464779,0.1422929,0.018245932,0.010700661,0.03237872
21199,0.033449195,0.046313874,0.9670017,0.015876332,0.013857306,0.014561585
21200,0.28113866,0.53123736,0.049905423,0.024173334,0.19553736,0.0053338194
21201,0.017777827,0.8736083,0.33313647,0.008225708,0.0071020657,0.00907237
21202,0.040425632,0.9804884,0.013123809,0.025905242,0.016915357,0.0122597795
21203,0.06999077,0.018667629,0.75307393,0.9299307,0.018208189,0.037338696
21204,0.7711512,0.014279687,0.01780846,0.8185193,0.014687243,0.010288763
21205,0.5467916,0.0712948,0.09477025,0.6189116,0.006651571,0.0115615325
21206,0.40131137,0.013112518,0.11061042,0.95495313,0.02311374,0.015352527
21207,0.033324935,0.9808811,0.013024566,0.03958479,0.018449344,0.013059545
21208,0.01663833,0.97902745,0.023258049,0.016030809,0.016701603,0.016478034
21209,0.02527202,0.9804561,0.016812498,0.016321285,0.017352697,0.015302998
21210,0.04367158,0.1434842,0.4893122,0.08568955,0.5413091,0.03486471
21211,0.82076216,0.021102604,0.6808346,0.024413748,0.007761304,0.008191942
21212,0.01810253,0.9788536,0.024105882,0.015164689,0.016797401,0.014318418
21213,0.031104663,0.031091433,0.97166383,0.021580389,0.015410532,0.01784145
21214,0.32106778,0.119128585,0.29431278,0.3778903,0.010060287,0.008915348
21215,0.023424901,0.97344637,0.011212665,0.02246838,0.05501227,0.014226176
21216,0.8771017,0.029504042,0.027094612,0.7231165,0.012181125,0.005629069
21217,0.96888196,0.01941464,0.021408316,0.105412096,0.012540408,0.008076427
21218,0.6257443,0.00954051,0.117323175,0.93764615,0.019901076,0.011079367
21219,0.93397725,0.33013818,0.0058436166,0.054245364,0.04833383,0.0103993155
21220,0.052956585,0.03319449,0.46522692,0.33941406,0.024331123,0.588825
21221,0.28268018,0.013131686,0.9040488,0.19615771,0.0074983784,0.0058645518
21222,0.02293273,0.98249024,0.017834,0.019158894,0.018321471,0.015236354
21223,0.15913872,0.01901993,0.4979747,0.9533521,0.028763091,0.015794313
21224,0.91995853,0.019277908,0.37661988,0.06027521,0.006746261,0.005344346
21225,0.031425565,0.028387401,0.97499156,0.025565604,0.015718391,0.019002125
21226,0.53973407,0.0077777402,0.35252178,0.8837494,0.0090265395,0.011807505
21227,0.01679726,0.98077756,0.018430788,0.01937563,0.019993998,0.016476713
21228,0.8377096,0.019988505,0.03502128,0.5933741,0.011456419,0.0067688306
21229,0.06497855,0.8472739,0.027087267,0.12045991,0.08016534,0.008347493
21230,0.026032047,0.03346408,0.9747185,0.023968298,0.017590227,0.021433566
21231,0.94372094,0.019137057,0.14779781,0.11418625,0.0056477725,0.007215828
21232,0.8436118,0.025102813,0.18268444,0.20191051,0.004845023,0.005994972
21233,0.02208525,0.9824478,0.0159341,0.018901326,0.018827172,0.017674964
21234,0.14159928,0.16328362,0.024589939,0.28039172,0.75403225,0.03299165
21235,0.91720253,0.007203282,0.19411914,0.22703929,0.00687886,0.005724238
21236,0.030255916,0.02524296,0.9729115,0.057691727,0.012050202,0.016364448
21237,0.56196696,0.054892644,0.01625977,0.85105443,0.076770686,0.00775967
21238,0.9675413,0.027037757,0.04059192,0.03062005,0.013271022,0.011456726
21239,0.269438,0.0095382305,0.931328,0.030480014,0.009029534,0.009396527
21240,0.014838708,0.82820725,0.43638295,0.0066966587,0.008232635,0.010169494
21241,0.019390585,0.597551,0.71532893,0.009408189,0.007308729,0.007957594
21242,0.03406312,0.026418488,0.97523344,0.02396813,0.018263629,0.020254696
21243,0.960807,0.015119192,0.12543124,0.06724948,0.008526986,0.0060125007
21244,0.016442493,0.98017794,0.019735562,0.016926866,0.022878442,0.016639516
21245,0.022386823,0.98092973,0.01618552,0.01659527,0.020140618,0.015755111
21246,0.3529478,0.013657337,0.8646311,0.020190492,0.007517373,0.007765344
21247,0.6827535,0.28206548,0.087646544,0.06508869,0.00685526,0.002878422
21248,0.9611147,0.025290133,0.010488794,0.1275494,0.014274243,0.00899191
21249,0.95074236,0.012848299,0.22441342,0.061429687,0.0072019417,0.0073996023
21250,0.8697313,0.013679018,0.012366407,0.66919214,0.014630036,0.010017528
21251,0.9054383,0.025728296,0.0075716353,0.467522,0.012227653,0.008787404
21252,0.8497596,0.01890313,0.012848716,0.5754573,0.00973376,0.008230635
21253,0.8299753,0.022947785,0.014397836,0.62999207,0.009151203,0.0070136455
21254,0.49269238,0.013574434,0.106472544,0.9633272,0.032269202,0.013326908
21255,0.03344606,0.98162085,0.014484366,0.02241648,0.017481867,0.012737883
21256,0.942256,0.018846188,0.011211575,0.29559368,0.011356686,0.007711992
21257,0.93261737,0.014706189,0.20269242,0.14997731,0.006002449,0.0051549016
21258,0.019924732,0.9800494,0.021662794,0.015345487,0.016521303,0.016538162
21259,0.59093773,0.011305314,0.8172287,0.031574093,0.008975155,0.0056385626
21260,0.057272572,0.014578132,0.9699858,0.036329273,0.015114749,0.016553115
21261,0.017649474,0.98111063,0.020001745,0.020856474,0.017997934,0.016292127
21262,0.022376627,0.9822786,0.01618218,0.018656524,0.019356491,0.01692893
21263,0.9209817,0.014757413,0.35486332,0.02822701,0.008701866,0.0070880037
21264,0.027165733,0.98146087,0.018662864,0.015425596,0.016408604,0.0148500055
21265,0.02364013,0.98260707,0.016801756,0.020512704,0.016973244,0.015850486
21266,0.114476115,0.12622105,0.119035855,0.70315415,0.36251646,0.014287608
21267,0.9676485,0.023669656,0.08964701,0.028196074,0.011896488,0.010365359
21268,0.11142053,0.018566947,0.9512636,0.01578316,0.011324785,0.010706988
21269,0.013104486,0.7578868,0.54337364,0.013283865,0.007238179,0.008288239
21270,0.07462078,0.030687736,0.5349763,0.9518493,0.019853117,0.026879827
21271,0.9779718,0.03658198,0.022366147,0.051315565,0.0135702845,0.009486829
21272,0.7748736,0.009272963,0.2114622,0.76749814,0.00885373,0.0068145827
21273,0.62185365,0.026052771,0.015004462,0.8993195,0.029812949,0.0096355
21274,0.3420544,0.007326783,0.7779008,0.7971913,0.013726373,0.011023006
21275,0.021120336,0.98132056,0.017437885,0.020252623,0.017856933,0.0162879
21276,0.8418321,0.04465626,0.084678955,0.64020693,0.008219514,0.005537086
21277,0.023843817,0.049658768,0.97005874,0.016516563,0.01699937,0.020069337
21278,0.9424955,0.15541993,0.047626678,0.01131138,0.011649102,0.0068222713
21279,0.89632004,0.017824814,0.01384932,0.44007954,0.008743689,0.009507502
21280,0.05918185,0.02499627,0.9226103,0.81940967,0.016299266,0.024834257
21281,0.82369184,0.010156141,0.026637908,0.6612653,0.007985645,0.014447201
21282,0.9598125,0.124704525,0.02739422,0.13886848,0.012168043,0.0059560724
21283,0.03278757,0.031087054,0.95581627,0.6747531,0.021396173,0.023624944
21284,0.07581087,0.04490187,0.9392967,0.06387287,0.00808241,0.0057868296
21285,0.017691478,0.97869736,0.032245263,0.013600127,0.014401452,0.014704262
21286,0.0920183,0.78540623,0.3087612,0.06474751,0.0055003176,0.0043727476
21287,0.022802131,0.9834155,0.01671235,0.021498088,0.01747702,0.017229797
21288,0.022708675,0.9813534,0.016310088,0.019513682,0.017908739,0.016173285
21289,0.7393358,0.031060806,0.008008955,0.83605635,0.06116651,0.008601244
21290,0.023027968,0.98107404,0.017142562,0.020678636,0.017439218,0.01510258
21291,0.050549015,0.046961907,0.9526453,0.011218163,0.010618062,0.01164448
21292,0.021149067,0.06480588,0.96340567,0.016102504,0.013460953,0.01716656
21293,0.9250999,0.019912092,0.008294559,0.40412322,0.016612727,0.008397653
21294,0.0443885,0.94366807,0.055153396,0.085865304,0.0101820305,0.0063336017
21295,0.75359184,0.050351966,0.59433496,0.03208412,0.0051073404,0.007424959
21296,0.02399506,0.9792214,0.018588874,0.015475382,0.017647827,0.014315671
21297,0.03406585,0.02747633,0.97337276,0.021390801,0.016802056,0.01911739
21298,0.015599141,0.97499883,0.044752833,0.023578346,0.013707246,0.013858544
21299,0.021309353,0.98296344,0.016153373,0.023132864,0.018004682,0.017340057
21300,0.018674435,0.9809209,0.019404445,0.017616102,0.01821701,0.016842317
21301,0.8484003,0.014558554,0.014228014,0.744901,0.014636066,0.009543615
21302,0.031509425,0.030828567,0.906124,0.8833421,0.027327444,0.049944334
21303,0.018622333,0.98059916,0.020604128,0.018077658,0.019625427,0.015840039
21304,0.91406214,0.1903435,0.005866445,0.059762895,0.027729023,0.019954374
21305,0.062679484,0.022525283,0.9626099,0.016849581,0.013195139,0.014064461
21306,0.023329552,0.15051909,0.94025975,0.0134575525,0.010100169,0.010669515
21307,0.11251844,0.109096386,0.06537051,0.13355266,0.7531399,0.027816396
21308,0.974685,0.025503032,0.03541248,0.03311819,0.016464423,0.011802722
21309,0.9008722,0.021554593,0.0074993754,0.4541793,0.01526198,0.008273312
21310,0.9108747,0.014157956,0.3446922,0.018102348,0.010409282,0.0084253745
21311,0.017345762,0.85016173,0.38623977,0.008290732,0.0076346993,0.008042635
21312,0.017450692,0.98159343,0.02682968,0.020945795,0.016598446,0.013481093
21313,0.62449145,0.011800781,0.048129342,0.93230325,0.018982027,0.013348232
21314,0.021557882,0.9809286,0.018454771,0.01769616,0.015973603,0.016776325
21315,0.082617715,0.06197047,0.16892801,0.9373182,0.18503201,0.019166484
21316,0.0691943,0.017042568,0.8034847,0.9310473,0.023711074,0.032839123
21317,0.8845522,0.020528954,0.5061113,0.0142373815,0.010689456,0.00828568
21318,0.16448241,0.92560375,0.009514601,0.05132092,0.020942887,0.006539283
21319,0.8388287,0.030035103,0.008093696,0.54814714,0.01685056,0.006718491
21320,0.56906825,0.016404087,0.28293473,0.7902123,0.008528229,0.0054018456
21321,0.7712248,0.017324854,0.013252103,0.8120884,0.01871135,0.009539339
21322,0.72050285,0.01340463,0.02586408,0.89481205,0.017662052,0.011441846
21323,0.92977256,0.038008407,0.10624851,0.14100732,0.007059843,0.008757203
21324,0.5739534,0.14194919,0.6001755,0.0067744534,0.00929891,0.0071820854
21325,0.76188195,0.011316848,0.027632073,0.88411754,0.016643064,0.011622702
21326,0.017392134,0.9723928,0.017725853,0.014731319,0.032373797,0.01502236
